r,C00,C01,C02,C03,C04,C05,C06,C07,C08,C11,C12,C13,C14,C15,C16,C17,C18,C22,C23,C24,C25,C26,C27,C28,C33,C34,C35,C36,C37,C38,C44,C45,C46,C47,C48,C55,C56,C57,C58,C66,C67,C68,C77,C78,C88
0.398037,1.03364,1.65199e-07,-5.3234e-08,1.65199e-07,0.29699,3.01941e-08,-5.3234e-08,3.01941e-08,0.296989,0.44678,-8.06141e-08,0.44678,1.16306e-07,9.87108e-08,-8.06141e-08,9.87108e-08,7.88711e-08,0.44678,-9.15749e-08,-6.59742e-08,-6.42318e-08,0.44678,-6.42318e-08,2.93591e-08,0.44678,1.16306e-07,9.87108e-08,-8.06141e-08,9.87108e-08,7.88711e-08,1.03364,1.43611e-07,8.53457e-08,1.43611e-07,0.296991,0.44678,3.59665e-08,0.44678,7.631e-08,0.44678,-6.42318e-08,2.93591e-08,0.44678,7.631e-08,1.03364
0.352818,0.838354,2.55701e-07,-2.34326e-07,2.55701e-07,0.24913,6.21509e-08,-2.34326e-07,6.21509e-08,0.24913,0.37241,-2.04678e-09,0.37241,1.60601e-07,-5.00914e-08,-2.04678e-09,-5.00914e-08,3.38878e-08,0.37241,-4.24624e-09,1.18674e-07,-1.16554e-08,0.37241,-1.16554e-08,1.13767e-08,0.37241,1.60601e-07,-5.00914e-08,-2.04678e-09,-5.00914e-08,3.38878e-08,0.838354,-1.0678e-07,8.1344e-08,-1.0678e-07,0.24913,0.37241,1.32446e-07,0.37241,3.81222e-08,0.37241,-1.16554e-08,1.13767e-08,0.37241,3.81222e-08,0.838354
0.307599,0.544223,3.06881e-07,3.27764e-07,3.06881e-07,0.176266,-7.89343e-10,3.27764e-07,-7.89343e-10,0.176269,0.254055,-3.20571e-07,0.254055,-5.99411e-07,-1.46863e-08,-3.20571e-07,-1.46863e-08,-5.36779e-07,0.254055,-3.95834e-07,-2.09391e-07,-1.17474e-07,0.254055,-1.17474e-07,2.27379e-07,0.254055,-5.99411e-07,-1.46863e-08,-3.20571e-07,-1.46863e-08,-5.36779e-07,0.544222,-4.02371e-07,-2.63831e-07,-4.02371e-07,0.176268,0.254055,-1.73493e-07,0.254055,-1.66264e-07,0.254055,-1.17474e-07,2.27379e-07,0.254055,-1.66264e-07,0.544222
0.26238,0.364506,2.28021e-07,2.81052e-07,2.28021e-07,0.127648,-2.59338e-08,2.81052e-07,-2.59338e-08,0.127648,0.173534,-2.36077e-07,0.173534,-2.27371e-07,3.416e-07,-2.36077e-07,3.416e-07,3.59199e-07,0.173534,-1.53397e-07,-2.26947e-07,-4.37409e-07,0.173534,-4.37409e-07,1.90085e-07,0.173534,-2.27371e-07,3.416e-07,-2.36077e-07,3.416e-07,3.59199e-07,0.364506,-3.27475e-07,-3.2258e-07,-3.27475e-07,0.127648,0.173534,-2.36864e-07,0.173534,-1.64397e-07,0.173534,-4.37409e-07,1.90085e-07,0.173534,-1.64397e-07,0.364506
0.21716,0.210114,-2.85242e-07,-5.35644e-08,-2.85242e-07,0.080739,7.45891e-08,-5.35644e-08,7.45891e-08,0.0807374,0.0986728,-1.95728e-07,0.0986728,-1.06034e-07,5.0723e-07,-1.95728e-07,5.0723e-07,5.8536e-07,0.098673,4.07431e-07,-3.07211e-08,1.82675e-08,0.098673,1.82675e-08,1.57511e-07,0.0986728,-1.06034e-07,5.0723e-07,-1.95728e-07,5.0723e-07,5.8536e-07,0.210114,1.33756e-07,-3.85813e-08,1.33756e-07,0.0807389,0.0986725,2.0281e-07,0.0986725,1.69224e-07,0.098673,1.82675e-08,1.57511e-07,0.0986725,1.69224e-07,0.210114
0.171941,0.126402,-3.07036e-07,1.10879e-07,-3.07036e-07,0.054975,-5.19483e-08,1.10879e-07,-5.19483e-08,0.0549745,0.0616083,6.53022e-09,0.0616083,-1.70379e-07,3.10684e-07,6.53022e-09,3.10684e-07,1.40747e-07,0.0616087,1.28751e-08,-2.04413e-07,-6.70757e-08,0.0616087,-6.70757e-08,1.44832e-07,0.0616083,-1.70379e-07,3.10684e-07,6.53022e-09,3.10684e-07,1.40747e-07,0.126403,2.74514e-07,6.5894e-08,2.74514e-07,0.0549749,0.0616086,-3.59104e-08,0.0616086,5.66523e-07,0.0616087,-6.70757e-08,1.44832e-07,0.0616086,5.66523e-07,0.126403
0.126722,0.0519367,-1.059e-08,-2.12185e-07,-1.059e-08,0.0248186,1.04479e-07,-2.12185e-07,1.04479e-07,0.0248191,0.0253704,7.63374e-09,0.0253704,-1.53191e-07,6.79247e-08,7.63374e-09,6.79247e-08,-1.33168e-07,0.0253705,5.72067e-08,-2.69055e-07,-6.73889e-08,0.0253705,-6.73889e-08,1.96921e-08,0.0253704,-1.53191e-07,6.79247e-08,7.63374e-09,6.79247e-08,-1.33168e-07,0.0519366,8.93521e-08,7.00736e-08,8.93521e-08,0.0248187,0.0253705,-5.23859e-08,0.0253705,6.67189e-08,0.0253705,-6.73889e-08,1.96921e-08,0.0253705,6.67189e-08,0.0519366
0.431503,1.16528,3.13303e-08,1.41409e-08,3.13303e-08,0.332106,-2.98626e-08,1.41409e-08,-2.98626e-08,0.332106,0.498916,-2.01434e-08,0.498916,2.26234e-08,5.45922e-08,-2.01434e-08,5.45922e-08,3.697e-08,0.498915,-4.63619e-08,-7.45354e-08,-1.40605e-08,0.498915,-1.40605e-08,2.93335e-09,0.498916,2.26234e-08,5.45922e-08,-2.01434e-08,5.45922e-08,3.697e-08,1.16528,1.37335e-07,-1.21953e-08,1.37335e-07,0.332107,0.498915,-2.47158e-08,0.498915,5.6783e-08,0.498915,-1.40605e-08,2.93335e-09,0.498915,5.6783e-08,1.16528
0.386284,0.989919,2.12686e-07,-9.82704e-08,2.12686e-07,0.285764,-1.63464e-09,-9.82704e-08,-1.63464e-09,0.285765,0.430522,-7.05608e-08,0.430522,1.42295e-07,-1.53133e-08,-7.05608e-08,-1.53133e-08,8.51035e-08,0.430522,-1.027e-07,-4.51747e-08,-3.97938e-09,0.430522,-3.97938e-09,-3.69857e-09,0.430522,1.42295e-07,-1.53133e-08,-7.05608e-08,-1.53133e-08,8.51035e-08,0.989919,-2.10244e-08,6.79487e-08,-2.10244e-08,0.285765,0.430522,2.20211e-08,0.430522,1.82189e-07,0.430522,-3.97938e-09,-3.69857e-09,0.430522,1.82189e-07,0.989919
0.341064,0.736144,1.59553e-07,-4.72598e-08,1.59553e-07,0.221211,4.44328e-09,-4.72598e-08,4.44328e-09,0.221212,0.330971,1.29953e-08,0.330971,5.17781e-08,-7.49223e-08,1.29953e-08,-7.49223e-08,-3.92548e-07,0.330971,1.82457e-09,2.04569e-07,5.79699e-08,0.330971,5.79699e-08,8.11887e-09,0.330971,5.17781e-08,-7.49223e-08,1.29953e-08,-7.49223e-08,-3.92548e-07,0.736144,-3.54283e-07,-4.38045e-08,-3.54283e-07,0.221211,0.330971,7.64692e-09,0.330971,-2.8744e-07,0.330971,5.79699e-08,8.11887e-09,0.330971,-2.8744e-07,0.736144
0.295845,0.544223,3.06881e-07,3.27764e-07,3.06881e-07,0.176266,-7.89343e-10,3.27764e-07,-7.89343e-10,0.176269,0.254055,-3.20571e-07,0.254055,-5.99411e-07,-1.46863e-08,-3.20571e-07,-1.46863e-08,-5.36779e-07,0.254055,-3.95834e-07,-2.09391e-07,-1.17474e-07,0.254055,-1.17474e-07,2.27379e-07,0.254055,-5.99411e-07,-1.46863e-08,-3.20571e-07,-1.46863e-08,-5.36779e-07,0.544222,-4.02371e-07,-2.63831e-07,-4.02371e-07,0.176268,0.254055,-1.73493e-07,0.254055,-1.66264e-07,0.254055,-1.17474e-07,2.27379e-07,0.254055,-1.66264e-07,0.544222
0.250626,0.336971,3.72092e-07,3.80641e-07,3.72092e-07,0.118807,1.94136e-07,3.80641e-07,1.94136e-07,0.118806,0.159174,-1.6464e-07,0.159174,-1.98629e-07,3.08147e-07,-1.6464e-07,3.08147e-07,2.5428e-07,0.159174,-1.56798e-07,-1.79653e-07,-3.20525e-07,0.159174,-3.20525e-07,1.88433e-07,0.159174,-1.98629e-07,3.08147e-07,-1.6464e-07,3.08147e-07,2.5428e-07,0.336971,-1.38995e-07,-2.95408e-07,-1.38995e-07,0.118807,0.159175,-1.34745e-08,0.159175,-1.89573e-07,0.159174,-3.20525e-07,1.88433e-07,0.159175,-1.89573e-07,0.336972
0.205407,0.210114,-2.85242e-07,-5.35644e-08,-2.85242e-07,0.080739,7.45891e-08,-5.35644e-08,7.45891e-08,0.0807374,0.0986728,-1.95728e-07,0.0986728,-1.06034e-07,5.0723e-07,-1.95728e-07,5.0723e-07,5.8536e-07,0.098673,4.07431e-07,-3.07211e-08,1.82675e-08,0.098673,1.82675e-08,1.57511e-07,0.0986728,-1.06034e-07,5.0723e-07,-1.95728e-07,5.0723e-07,5.8536e-07,0.210114,1.33756e-07,-3.85813e-08,1.33756e-07,0.0807389,0.0986725,2.0281e-07,0.0986725,1.69224e-07,0.098673,1.82675e-08,1.57511e-07,0.0986725,1.69224e-07,0.210114
0.160188,0.0918008,-2.84429e-07,-9.07326e-08,-2.84429e-07,0.041319,1.82388e-08,-9.07326e-08,1.82388e-08,0.0413195,0.044073,2.96407e-07,0.044073,-1.35435e-07,2.25846e-07,2.96407e-07,2.25846e-07,-4.56919e-07,0.0440732,2.39609e-07,1.85313e-08,-2.04935e-07,0.0440732,-2.04935e-07,5.99149e-08,0.044073,-1.35435e-07,2.25846e-07,2.96407e-07,2.25846e-07,-4.56919e-07,0.091802,6.29211e-08,-3.12901e-08,6.29211e-08,0.0413192,0.0440732,-1.60724e-07,0.0440732,2.3817e-07,0.0440732,-2.04935e-07,5.99149e-08,0.0440732,2.3817e-07,0.0918022
0.114968,0.0519367,-1.059e-08,-2.12185e-07,-1.059e-08,0.0248186,1.04479e-07,-2.12185e-07,1.04479e-07,0.0248191,0.0253704,7.63374e-09,0.0253704,-1.53191e-07,6.79247e-08,7.63374e-09,6.79247e-08,-1.33168e-07,0.0253705,5.72067e-08,-2.69055e-07,-6.73889e-08,0.0253705,-6.73889e-08,1.96921e-08,0.0253704,-1.53191e-07,6.79247e-08,7.63374e-09,6.79247e-08,-1.33168e-07,0.0519366,8.93521e-08,7.00736e-08,8.93521e-08,0.0248187,0.0253705,-5.23859e-08,0.0253705,6.67189e-08,0.0253705,-6.73889e-08,1.96921e-08,0.0253705,6.67189e-08,0.0519366
0.419749,1.14302,5.78461e-08,-1.29745e-08,5.78461e-08,0.325453,-1.93903e-08,-1.29745e-08,-1.93903e-08,0.325453,0.489927,-4.99613e-08,0.489927,3.30212e-08,7.77683e-08,-4.99613e-08,7.77683e-08,2.54721e-08,0.489927,-4.58984e-08,-7.30658e-08,-2.18055e-08,0.489927,-2.18055e-08,1.67776e-08,0.489927,3.30212e-08,7.77683e-08,-4.99613e-08,7.77683e-08,2.54721e-08,1.14302,1.62006e-07,2.45265e-08,1.62006e-07,0.325454,0.489927,2.08841e-08,0.489927,4.18462e-08,0.489927,-2.18055e-08,1.67776e-08,0.489927,4.18462e-08,1.14302
0.37453,0.966929,1.99152e-07,-1.06297e-07,1.99152e-07,0.279417,-6.59364e-10,-1.06297e-07,-6.59364e-10,0.279417,0.421528,-7.47895e-08,0.421528,9.54423e-08,-1.63225e-08,-7.47895e-08,-1.63225e-08,7.92364e-08,0.421528,-1.21936e-07,9.56348e-09,-2.51243e-08,0.421528,-2.51243e-08,-6.94174e-09,0.421528,9.54423e-08,-1.63225e-08,-7.47895e-08,-1.63225e-08,7.92364e-08,0.966929,-2.27047e-08,4.12859e-08,-2.27047e-08,0.279417,0.421528,8.70712e-09,0.421528,1.64903e-07,0.421528,-2.51243e-08,-6.94174e-09,0.421528,1.64903e-07,0.966929
0.329311,0.704711,8.89649e-08,-3.34247e-08,8.89649e-08,0.21247,-4.98058e-08,-3.34247e-08,-4.98058e-08,0.212471,0.317261,-1.95722e-09,0.317261,3.81472e-08,-3.55154e-08,-1.95722e-09,-3.55154e-08,-5.0057e-07,0.317261,-1.43074e-08,2.16395e-07,-3.31006e-08,0.317261,-3.31006e-08,3.87306e-08,0.317261,3.81472e-08,-3.55154e-08,-1.95722e-09,-3.55154e-08,-5.0057e-07,0.704711,-3.59012e-07,-6.08585e-08,-3.59012e-07,0.21247,0.317261,-2.24959e-08,0.317261,-3.65157e-07,0.317261,-3.31006e-08,3.87306e-08,0.317261,-3.65157e-07,0.704711
0.284092,0.494644,2.21701e-07,3.18243e-07,2.21701e-07,0.159054,-2.02243e-07,3.18243e-07,-2.02243e-07,0.159055,0.228403,-3.60945e-07,0.228403,-2.0591e-07,4.80195e-08,-3.60945e-07,4.80195e-08,-3.71301e-08,0.228403,-3.71274e-07,-4.01483e-07,-2.12352e-07,0.228403,-2.12352e-07,2.35681e-07,0.228403,-2.0591e-07,4.80195e-08,-3.60945e-07,4.80195e-08,-3.71301e-08,0.494643,-2.81667e-07,-4.33275e-07,-2.81667e-07,0.159055,0.228403,-3.03566e-07,0.228403,9.2342e-08,0.228403,-2.12352e-07,2.35681e-07,0.228403,9.2342e-08,0.494643
0.238873,0.311099,3.3488e-07,3.5098e-07,3.3488e-07,0.113615,1.05623e-07,3.5098e-07,1.05623e-07,0.113615,0.14947,-1.10596e-07,0.14947,-2.27441e-07,3.4063e-07,-1.10596e-07,3.4063e-07,3.12741e-07,0.14947,-9.67596e-08,-1.21688e-07,-4.11233e-07,0.14947,-4.11233e-07,1.61229e-07,0.14947,-2.27441e-07,3.4063e-07,-1.10596e-07,3.4063e-07,3.12741e-07,0.3111,-6.24446e-08,-2.6863e-07,-6.24446e-08,0.113616,0.149471,-1.63318e-09,0.149471,-1.76076e-07,0.14947,-4.11233e-07,1.61229e-07,0.149471,-1.76076e-07,0.3111
0.193653,0.164856,-5.61245e-07,-9.86359e-08,-5.61245e-07,0.0677216,1.0778e-07,-9.86359e-08,1.0778e-07,0.0677206,0.0785988,-1.35854e-07,0.0785988,-3.23099e-07,3.86994e-07,-1.35854e-07,3.86994e-07,5.39894e-07,0.0785991,2.41368e-07,4.71822e-07,1.34152e-07,0.0785991,1.34152e-07,6.7459e-08,0.0785988,-3.23099e-07,3.86994e-07,-1.35854e-07,3.86994e-07,5.39894e-07,0.164856,2.19148e-07,3.07283e-07,2.19148e-07,0.0677211,0.0785989,2.16568e-08,0.0785989,5.25579e-07,0.0785991,1.34152e-07,6.7459e-08,0.0785989,5.25579e-07,0.164856
0.148434,0.0840736,-3.45034e-07,-1.24573e-08,-3.45034e-07,0.0371481,6.35826e-09,-1.24573e-08,6.35826e-09,0.0371483,0.0392434,3.00316e-07,0.0392434,-1.18125e-08,1.99368e-07,3.00316e-07,1.99368e-07,-5.05629e-07,0.0392435,2.79561e-07,-1.45224e-07,-1.68203e-07,0.0392435,-1.68203e-07,2.49536e-07,0.0392434,-1.18125e-08,1.99368e-07,3.00316e-07,1.99368e-07,-5.05629e-07,0.0840742,-4.86178e-08,-1.45439e-10,-4.86178e-08,0.037148,0.0392436,-8.6106e-08,0.0392436,-5.6144e-08,0.0392435,-1.68203e-07,2.49536e-07,0.0392436,-5.6144e-08,0.0840741
0.103215,0.0382465,-5.8275e-08,-7.41829e-08,-5.8275e-08,0.0181721,2.63409e-08,-7.41829e-08,2.63409e-08,0.0181719,0.0182847,1.94463e-08,0.0182847,7.7086e-08,-7.57211e-08,1.94463e-08,-7.57211e-08,-6.05818e-08,0.0182849,-1.09007e-07,6.55496e-09,-2.36174e-08,0.0182849,-2.36174e-08,-7.978e-08,0.0182847,7.7086e-08,-7.57211e-08,1.94463e-08,-7.57211e-08,-6.05818e-08,0.0382465,-8.8898e-08,7.23672e-08,-8.8898e-08,0.0181719,0.0182847,2.39884e-08,0.0182847,1.41723e-07,0.0182849,-2.36174e-08,-7.978e-08,0.0182847,1.41723e-07,0.0382466
0.407996,1.07717,1.05631e-07,-4.58973e-08,1.05631e-07,0.308108,1.92582e-08,-4.58973e-08,1.92582e-08,0.308108,0.464599,-6.43636e-08,0.464599,8.03793e-08,9.91853e-08,-6.43636e-08,9.91853e-08,2.71256e-08,0.464599,-6.78742e-08,-5.53988e-08,-5.31801e-08,0.464599,-5.31801e-08,4.56383e-08,0.464599,8.03793e-08,9.91853e-08,-6.43636e-08,9.91853e-08,2.71256e-08,1.07717,1.76684e-07,4.31342e-08,1.76684e-07,0.308109,0.464599,1.77858e-08,0.464599,-7.96289e-10,0.464599,-5.31801e-08,4.56383e-08,0.464599,-7.96289e-10,1.07717
0.362777,0.916487,2.47827e-07,-2.09412e-07,2.47827e-07,0.26671,5.43274e-08,-2.09412e-07,5.43274e-08,0.26671,0.401697,-6.23895e-08,0.401697,1.1692e-07,-4.56979e-09,-6.23895e-08,-4.56979e-09,5.95346e-08,0.401697,-8.72003e-08,4.56485e-08,-3.67171e-08,0.401697,-3.67171e-08,2.26067e-10,0.401697,1.1692e-07,-4.56979e-09,-6.23895e-08,-4.56979e-09,5.95346e-08,0.916487,5.73277e-09,5.99588e-08,5.73277e-09,0.266711,0.401697,9.81361e-08,0.401697,1.14716e-07,0.401697,-3.67171e-08,2.26067e-10,0.401697,1.14716e-07,0.916487
0.317557,0.673413,2.83321e-07,2.15768e-08,2.83321e-07,0.206032,3.35163e-09,2.15768e-08,3.35163e-09,0.206033,0.305308,-2.35774e-08,0.305308,2.47683e-08,-8.3626e-08,-2.35774e-08,-8.3626e-08,-4.81853e-07,0.305308,-3.77095e-08,2.40508e-07,2.56483e-08,0.305308,2.56483e-08,1.25425e-08,0.305308,2.47683e-08,-8.3626e-08,-2.35774e-08,-8.3626e-08,-4.81853e-07,0.673413,-3.55228e-07,-1.4024e-07,-3.55228e-07,0.206032,0.305308,-6.17565e-08,0.305308,-3.66563e-07,0.305308,2.56483e-08,1.25425e-08,0.305308,-3.66563e-07,0.673413
0.272338,0.423054,4.58332e-07,2.65398e-07,4.58332e-07,0.138634,-1.76497e-07,2.65398e-07,-1.76497e-07,0.138633,0.194781,-3.88414e-07,0.194781,-4.01834e-09,2.02983e-07,-3.88414e-07,2.02983e-07,-3.75272e-07,0.194781,-3.58539e-07,-1.45381e-07,-3.4025e-07,0.194781,-3.4025e-07,1.89815e-07,0.194781,-4.01834e-09,2.02983e-07,-3.88414e-07,2.02983e-07,-3.75272e-07,0.423052,-3.6037e-07,-3.52081e-07,-3.6037e-07,0.138634,0.194781,-2.08791e-07,0.194781,-3.36052e-08,0.194781,-3.4025e-07,1.89815e-07,0.194781,-3.36052e-08,0.423053
0.227119,0.261061,9.71779e-09,-1.30279e-07,9.71779e-09,0.0984203,-1.07957e-07,-1.30279e-07,-1.07957e-07,0.0984193,0.124456,2.8984e-08,0.124456,-7.88217e-08,3.87587e-07,2.8984e-08,3.87587e-07,5.17884e-07,0.124456,2.64789e-08,-1.78925e-07,-3.36902e-07,0.124456,-3.36902e-07,1.1865e-07,0.124456,-7.88217e-08,3.87587e-07,2.8984e-08,3.87587e-07,5.17884e-07,0.26106,1.19146e-07,-2.54164e-08,1.19146e-07,0.0984209,0.124456,4.26298e-07,0.124456,2.1928e-07,0.124456,-3.36902e-07,1.1865e-07,0.124456,2.1928e-07,0.26106
0.1819,0.164856,-5.61245e-07,-9.86359e-08,-5.61245e-07,0.0677216,1.0778e-07,-9.86359e-08,1.0778e-07,0.0677206,0.0785988,-1.35854e-07,0.0785988,-3.23099e-07,3.86994e-07,-1.35854e-07,3.86994e-07,5.39894e-07,0.0785991,2.41368e-07,4.71822e-07,1.34152e-07,0.0785991,1.34152e-07,6.7459e-08,0.0785988,-3.23099e-07,3.86994e-07,-1.35854e-07,3.86994e-07,5.39894e-07,0.164856,2.19148e-07,3.07283e-07,2.19148e-07,0.0677211,0.0785989,2.16568e-08,0.0785989,5.25579e-07,0.0785991,1.34152e-07,6.7459e-08,0.0785989,5.25579e-07,0.164856
0.136681,0.0840736,-3.45034e-07,-1.24573e-08,-3.45034e-07,0.0371481,6.35826e-09,-1.24573e-08,6.35826e-09,0.0371483,0.0392434,3.00316e-07,0.0392434,-1.18125e-08,1.99368e-07,3.00316e-07,1.99368e-07,-5.05629e-07,0.0392435,2.79561e-07,-1.45224e-07,-1.68203e-07,0.0392435,-1.68203e-07,2.49536e-07,0.0392434,-1.18125e-08,1.99368e-07,3.00316e-07,1.99368e-07,-5.05629e-07,0.0840742,-4.86178e-08,-1.45439e-10,-4.86178e-08,0.037148,0.0392436,-8.6106e-08,0.0392436,-5.6144e-08,0.0392435,-1.68203e-07,2.49536e-07,0.0392436,-5.6144e-08,0.0840741
0.441461,1.16528,3.13303e-08,1.41409e-08,3.13303e-08,0.332106,-2.98626e-08,1.41409e-08,-2.98626e-08,0.332106,0.498916,-2.01434e-08,0.498916,2.26234e-08,5.45922e-08,-2.01434e-08,5.45922e-08,3.697e-08,0.498915,-4.63619e-08,-7.45354e-08,-1.40605e-08,0.498915,-1.40605e-08,2.93335e-09,0.498916,2.26234e-08,5.45922e-08,-2.01434e-08,5.45922e-08,3.697e-08,1.16528,1.37335e-07,-1.21953e-08,1.37335e-07,0.332107,0.498915,-2.47158e-08,0.498915,5.6783e-08,0.498915,-1.40605e-08,2.93335e-09,0.498915,5.6783e-08,1.16528
0.396242,1.03364,1.65199e-07,-5.3234e-08,1.65199e-07,0.29699,3.01941e-08,-5.3234e-08,3.01941e-08,0.296989,0.44678,-8.06141e-08,0.44678,1.16306e-07,9.87108e-08,-8.06141e-08,9.87108e-08,7.88711e-08,0.44678,-9.15749e-08,-6.59742e-08,-6.42318e-08,0.44678,-6.42318e-08,2.93591e-08,0.44678,1.16306e-07,9.87108e-08,-8.06141e-08,9.87108e-08,7.88711e-08,1.03364,1.43611e-07,8.53457e-08,1.43611e-07,0.296991,0.44678,3.59665e-08,0.44678,7.631e-08,0.44678,-6.42318e-08,2.93591e-08,0.44678,7.631e-08,1.03364
0.351023,0.838354,2.55701e-07,-2.34326e-07,2.55701e-07,0.24913,6.21509e-08,-2.34326e-07,6.21509e-08,0.24913,0.37241,-2.04678e-09,0.37241,1.60601e-07,-5.00914e-08,-2.04678e-09,-5.00914e-08,3.38878e-08,0.37241,-4.24624e-09,1.18674e-07,-1.16554e-08,0.37241,-1.16554e-08,1.13767e-08,0.37241,1.60601e-07,-5.00914e-08,-2.04678e-09,-5.00914e-08,3.38878e-08,0.838354,-1.0678e-07,8.1344e-08,-1.0678e-07,0.24913,0.37241,1.32446e-07,0.37241,3.81222e-08,0.37241,-1.16554e-08,1.13767e-08,0.37241,3.81222e-08,0.838354
0.305804,0.544223,3.06881e-07,3.27764e-07,3.06881e-07,0.176266,-7.89343e-10,3.27764e-07,-7.89343e-10,0.176269,0.254055,-3.20571e-07,0.254055,-5.99411e-07,-1.46863e-08,-3.20571e-07,-1.46863e-08,-5.36779e-07,0.254055,-3.95834e-07,-2.09391e-07,-1.17474e-07,0.254055,-1.17474e-07,2.27379e-07,0.254055,-5.99411e-07,-1.46863e-08,-3.20571e-07,-1.46863e-08,-5.36779e-07,0.544222,-4.02371e-07,-2.63831e-07,-4.02371e-07,0.176268,0.254055,-1.73493e-07,0.254055,-1.66264e-07,0.254055,-1.17474e-07,2.27379e-07,0.254055,-1.66264e-07,0.544222
0.260585,0.364506,2.28021e-07,2.81052e-07,2.28021e-07,0.127648,-2.59338e-08,2.81052e-07,-2.59338e-08,0.127648,0.173534,-2.36077e-07,0.173534,-2.27371e-07,3.416e-07,-2.36077e-07,3.416e-07,3.59199e-07,0.173534,-1.53397e-07,-2.26947e-07,-4.37409e-07,0.173534,-4.37409e-07,1.90085e-07,0.173534,-2.27371e-07,3.416e-07,-2.36077e-07,3.416e-07,3.59199e-07,0.364506,-3.27475e-07,-3.2258e-07,-3.27475e-07,0.127648,0.173534,-2.36864e-07,0.173534,-1.64397e-07,0.173534,-4.37409e-07,1.90085e-07,0.173534,-1.64397e-07,0.364506
0.215365,0.210114,-2.85242e-07,-5.35644e-08,-2.85242e-07,0.080739,7.45891e-08,-5.35644e-08,7.45891e-08,0.0807374,0.0986728,-1.95728e-07,0.0986728,-1.06034e-07,5.0723e-07,-1.95728e-07,5.0723e-07,5.8536e-07,0.098673,4.07431e-07,-3.07211e-08,1.82675e-08,0.098673,1.82675e-08,1.57511e-07,0.0986728,-1.06034e-07,5.0723e-07,-1.95728e-07,5.0723e-07,5.8536e-07,0.210114,1.33756e-07,-3.85813e-08,1.33756e-07,0.0807389,0.0986725,2.0281e-07,0.0986725,1.69224e-07,0.098673,1.82675e-08,1.57511e-07,0.0986725,1.69224e-07,0.210114
0.170146,0.126402,-3.07036e-07,1.10879e-07,-3.07036e-07,0.054975,-5.19483e-08,1.10879e-07,-5.19483e-08,0.0549745,0.0616083,6.53022e-09,0.0616083,-1.70379e-07,3.10684e-07,6.53022e-09,3.10684e-07,1.40747e-07,0.0616087,1.28751e-08,-2.04413e-07,-6.70757e-08,0.0616087,-6.70757e-08,1.44832e-07,0.0616083,-1.70379e-07,3.10684e-07,6.53022e-09,3.10684e-07,1.40747e-07,0.126403,2.74514e-07,6.5894e-08,2.74514e-07,0.0549749,0.0616086,-3.59104e-08,0.0616086,5.66523e-07,0.0616087,-6.70757e-08,1.44832e-07,0.0616086,5.66523e-07,0.126403
0.124927,0.0519367,-1.059e-08,-2.12185e-07,-1.059e-08,0.0248186,1.04479e-07,-2.12185e-07,1.04479e-07,0.0248191,0.0253704,7.63374e-09,0.0253704,-1.53191e-07,6.79247e-08,7.63374e-09,6.79247e-08,-1.33168e-07,0.0253705,5.72067e-08,-2.69055e-07,-6.73889e-08,0.0253705,-6.73889e-08,1.96921e-08,0.0253704,-1.53191e-07,6.79247e-08,7.63374e-09,6.79247e-08,-1.33168e-07,0.0519366,8.93521e-08,7.00736e-08,8.93521e-08,0.0248187,0.0253705,-5.23859e-08,0.0253705,6.67189e-08,0.0253705,-6.73889e-08,1.96921e-08,0.0253705,6.67189e-08,0.0519366
0.429708,1.16528,3.13303e-08,1.41409e-08,3.13303e-08,0.332106,-2.98626e-08,1.41409e-08,-2.98626e-08,0.332106,0.498916,-2.01434e-08,0.498916,2.26234e-08,5.45922e-08,-2.01434e-08,5.45922e-08,3.697e-08,0.498915,-4.63619e-08,-7.45354e-08,-1.40605e-08,0.498915,-1.40605e-08,2.93335e-09,0.498916,2.26234e-08,5.45922e-08,-2.01434e-08,5.45922e-08,3.697e-08,1.16528,1.37335e-07,-1.21953e-08,1.37335e-07,0.332107,0.498915,-2.47158e-08,0.498915,5.6783e-08,0.498915,-1.40605e-08,2.93335e-09,0.498915,5.6783e-08,1.16528
0.384489,0.989919,2.12686e-07,-9.82704e-08,2.12686e-07,0.285764,-1.63464e-09,-9.82704e-08,-1.63464e-09,0.285765,0.430522,-7.05608e-08,0.430522,1.42295e-07,-1.53133e-08,-7.05608e-08,-1.53133e-08,8.51035e-08,0.430522,-1.027e-07,-4.51747e-08,-3.97938e-09,0.430522,-3.97938e-09,-3.69857e-09,0.430522,1.42295e-07,-1.53133e-08,-7.05608e-08,-1.53133e-08,8.51035e-08,0.989919,-2.10244e-08,6.79487e-08,-2.10244e-08,0.285765,0.430522,2.20211e-08,0.430522,1.82189e-07,0.430522,-3.97938e-09,-3.69857e-09,0.430522,1.82189e-07,0.989919
